supplier,sku,name,current_stock,in_transit_qty,forecast_next_month,recommended_qty,months_of_cover,urgency,explanation,moq
Systeme Electric,300200473_,Роз. 2-ная с з/к 16А в сборе жемчуг ATLASDESIGN !!!,1.0,0.0,3.0,6.0,0.33,Высокая,база спроса ≈3 шт/мес (история 3 мес.); прогноз след. месяц ≈3 шт; остаток 1 + в пути 0,6.0
Systeme Electric,030200025_,"S284 2кл. о/у 6А IP44  ""Рондо"" ВА 56-225Б-би (10/60) !!!",1.0,0.0,3.5,5.0,0.29,Высокая,база спроса ≈4 шт/мес (история 4 мес.); прогноз след. месяц ≈4 шт; остаток 1 + в пути 0,1.0
Systeme Electric,300200731_,К103 Роз. RJ45+RJ45 5Е кат 5Е механизм б/рамки ATLAS ПЕСОЧНЫЙ ATN1285 (5),1.0,0.0,2.8,5.0,0.36,Высокая,база спроса ≈3 шт/мес (история 15 мес.); сезонность ×1.00; рост спроса ×1.10; прогноз след. месяц ≈3 шт; остаток 1 + в пути 0,5.0
Systeme Electric,300200831_,"G048 Диммер поворотно-нажимной механизм 400Вт ""ARTGALLERY"" шампань GAL0523 (1)",4.0,0.0,6.0,5.0,0.67,Высокая,база спроса ≈6 шт/мес (история 2 мес.); прогноз след. месяц ≈6 шт; остаток 4 + в пути 0,1.0
Systeme Electric,030200052_,"S286 о/у.з/ш. 10А IP44 ""Рондо"" РА 10-125Б-би (12/72) !!!",1.0,0.0,3.0,4.0,0.33,Высокая,база спроса ≈3 шт/мес (история 1 мес.); прогноз след. месяц ≈3 шт; остаток 1 + в пути 0,1.0
Systeme Electric,030200127_," S183  Переключатель 1кл, с инд.,с/у 16А ""Wessen 59"" ВС 616-157-18 (60) !!!",2.0,0.0,4.0,4.0,0.5,Высокая,база спроса ≈4 шт/мес (история 1 мес.); прогноз след. месяц ≈4 шт; остаток 2 + в пути 0,1.0
Systeme Electric,030200292_,"S378 USB розетка - 2х5В/ 1050 мА с/у б/рамки ""GLOSSA"" белый GSL133 (1)",2.0,0.0,3.0,3.0,0.67,Высокая,база спроса ≈3 шт/мес (история 5 мес.); прогноз след. месяц ≈3 шт; остаток 2 + в пути 0,1.0
Systeme Electric,300200830_,"G047 Роз. USB A+C 45Вт высокоскор.заряд., механизм ""ARTGALLERY"" шампань GAL0529 (1)",2.0,0.0,3.1,3.0,0.65,Высокая,база спроса ≈2 шт/мес (история 7 мес.); рост спроса ×1.57; прогноз след. месяц ≈3 шт; остаток 2 + в пути 0,1.0
Systeme Electric,030200128_," S174  (1кл, инд с/у 16А, IP44) Переключатель ""Wessen 59"" ВС 616-157Б-18 (60) !!!",1.0,0.0,2.0,2.0,0.5,Высокая,база спроса ≈2 шт/мес (история 2 мес.); прогноз след. месяц ≈2 шт; остаток 1 + в пути 0,1.0
Systeme Electric,300200419_,"G404 USB розетка - 2 порта с/у б/рамки ""ATLAS"" жемчуг ATN433 (1) !!!",1.0,0.0,1.5,2.0,0.67,Высокая,база спроса ≈2 шт/мес (история 2 мес.); прогноз след. месяц ≈2 шт; остаток 1 + в пути 0,1.0
Systeme Electric,300200447_,"А389 Диммер поворотно-нажимной с/у б/рамки 315Вт ""ATLAS"" алюминий ATN334 (1) !!!",1.0,0.0,2.0,2.0,0.5,Высокая,база спроса ≈2 шт/мес (история 1 мес.); прогноз след. месяц ≈2 шт; остаток 1 + в пути 0,1.0
Systeme Electric,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),27322.0,37800.0,29778.5,0.0,0.92,Высокая,база спроса ≈35182 шт/мес (история 32 мес.); сезонность ×0.72; рост спроса ×1.17; исключено разовых крупных заказов: 18; прогноз след. месяц ≈29778 шт; остаток 27322 + в пути 37800,3780.0
Systeme Electric,300200720_,К092 Выкл 1 кл 10А с/у ATLAS ПЕСОЧНЫЙ ATN1212 (5),20.0,80.0,42.2,0.0,0.47,Высокая,база спроса ≈37 шт/мес (история 29 мес.); сезонность ×0.62; рост спроса ×1.84; прогноз след. месяц ≈42 шт; остаток 20 + в пути 80,5.0
Systeme Electric,300200722_,К094 Выкл 2 кл 10А с/у ATLAS ПЕСОЧНЫЙ ATN1252 (5),9.0,40.0,28.0,0.0,0.32,Высокая,база спроса ≈16 шт/мес (история 28 мес.); сезонность ×0.90; рост спроса ×2.00; прогноз след. месяц ≈28 шт; остаток 9 + в пути 40,5.0
Systeme Electric,ATN000532,"ATLASDESIGN РОЗЕТКА 16А c 2 USB A+C, 5В/2,4А/3,0А, 2х5В/1,5А, механизм, ШАМПАНЬ",0.0,0.0,9.0,14.0,0.0,Критично,база спроса ≈9 шт/мес (история 1 мес.); прогноз след. месяц ≈9 шт; остаток 0 + в пути 0,1.0
Systeme Electric,300200497_,"КОРОБКА МОНТАЖН.С / У Д / СИЛ.РОЗЕТОК, ЗЕЛЕН",0.0,0.0,6.0,10.0,0.0,Критично,база спроса ≈6 шт/мес (история 1 мес.); прогноз след. месяц ≈6 шт; остаток 0 + в пути 0,2.0
Systeme Electric,010400432_,City 9 ЩРВ-П  8 Прозрач./дв. Systeme Electric,84.0,0.0,12.5,0.0,6.72,Низкая,база спроса ≈8 шт/мес (история 32 мес.); сезонность ×2.00; снижение спроса ×0.84; исключено разовых крупных заказов: 2; прогноз след. месяц ≈12 шт; остаток 84 + в пути 0,1.0
Systeme Electric,010400440_,City 9 ЩРВ-П 18 Прозрач./дв. Systeme Electric,46.0,0.0,11.0,0.0,4.18,Низкая,база спроса ≈11 шт/мес (история 32 мес.); сезонность ×1.12; снижение спроса ×0.88; исключено разовых крупных заказов: 7; прогноз след. месяц ≈11 шт; остаток 46 + в пути 0,1.0
Systeme Electric,010400441_,City 9 ЩРН-П 18 Прозрач./дв. Systeme Electric,38.0,0.0,16.0,0.0,2.38,Низкая,база спроса ≈15 шт/мес (история 30 мес.); сезонность ×1.12; снижение спроса ×0.97; исключено разовых крупных заказов: 5; прогноз след. месяц ≈16 шт; остаток 38 + в пути 0,1.0
Systeme Electric,010400444_,City 9 ЩРВ-П 24 Прозрач./дв. Systeme Electric,90.0,0.0,41.3,0.0,2.18,Низкая,база спроса ≈49 шт/мес (история 32 мес.); сезонность ×1.39; снижение спроса ×0.61; исключено разовых крупных заказов: 10; прогноз след. месяц ≈41 шт; остаток 90 + в пути 0,1.0
Systeme Electric,020100159_,"K069 Выкл 1 кл с инд 10А с/у б/рамки ""ATLAS"" КАРБОН - ATN1013",143.0,0.0,6.3,0.0,22.7,Низкая,база спроса ≈9 шт/мес (история 27 мес.); сезонность ×1.36; снижение спроса ×0.50; прогноз след. месяц ≈6 шт; остаток 143 + в пути 0,5.0
Systeme Electric,020100161_,"K071 Выкл 2 кл с инд 10А с/у б/рамки ""ATLAS"" КАРБОН  - ATN1053",47.0,0.0,5.0,0.0,9.4,Низкая,база спроса ≈6 шт/мес (история 25 мес.); сезонность ×1.58; снижение спроса ×0.50; прогноз след. месяц ≈5 шт; остаток 47 + в пути 0,5.0
Systeme Electric,020100162_,"K077 Перекрест.переключ. 1 кл 10А с/у б/рамки ""ATLAS"", КАРБОН -  ATN1071 (2)",52.0,0.0,11.8,0.0,4.41,Низкая,база спроса ≈16 шт/мес (история 32 мес.); сезонность ×0.67; рост спроса ×1.10; прогноз след. месяц ≈12 шт; остаток 52 + в пути 0,5.0
Systeme Electric,020100163_,"K0677 Роз. без з/к без шторок, 16А, механизм ""ATLAS"" КАРБОН ATN1041 (10)",429.0,0.0,90.2,0.0,4.76,Низкая,база спроса ≈53 шт/мес (история 32 мес.); сезонность ×1.37; рост спроса ×1.25; прогноз след. месяц ≈90 шт; остаток 429 + в пути 0,10.0
Systeme Electric,030200003_,"S242 2кл.инд  о/у 6А IP20  ""Прима"" ВА 56-007-б (130) !!!",4.0,0.0,0.8,0.0,5.0,Низкая,база спроса ≈6 шт/мес (история 14 мес.); сезонность ×0.18; снижение спроса ×0.77; исключено разовых крупных заказов: 1; прогноз след. месяц ≈1 шт; остаток 4 + в пути 0,1.0
Systeme Electric,030200005_,"S233 1кл. инд.с/у 6А IP20 ""Прима"" ВС 16-053-б (96) !!!",361.0,0.0,31.3,0.0,11.53,Низкая,база спроса ≈5 шт/мес (история 19 мес.); сезонность ×3.60; рост спроса ×1.74; прогноз след. месяц ≈31 шт; остаток 361 + в пути 0,1.0
Systeme Electric,030200007_,"S234 2кл.инд.с/у 6А IP20 ""Прима"" ВС 56-039-б (96) !!!",116.0,0.0,5.0,0.0,23.2,Низкая,база спроса ≈2 шт/мес (история 10 мес.); рост спроса ×2.00; прогноз след. месяц ≈5 шт; остаток 116 + в пути 0,1.0
Systeme Electric,030200015_,"S236 с/у з/к.з/ш.16А IP20 ""Прима"" РС 16-004-б (81) !!!",3.0,0.0,0.8,0.0,3.75,Низкая,база спроса ≈2 шт/мес (история 6 мес.); снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 3 + в пути 0,1.0
Systeme Electric,030200027_,"S285 с/у.з/к.з/ш 16А IP44 ""Рондо"" РС 16-126Б-би (10/60) !!!",21.0,0.0,3.0,0.0,7.0,Низкая,база спроса ≈5 шт/мес (история 12 мес.); сезонность ×1.20; снижение спроса ×0.50; прогноз след. месяц ≈3 шт; остаток 21 + в пути 0,1.0
Systeme Electric,030200030_,"S248 с/у. 6А IP20 ""ХИТ"" ВС 16-133-б (96) !!!",1200.0,0.0,32.2,0.0,37.27,Низкая,база спроса ≈76 шт/мес (история 14 мес.); сезонность ×0.31; рост спроса ×1.34; прогноз след. месяц ≈32 шт; остаток 1200 + в пути 0,20.0
Systeme Electric,030200031_,"S249 2кл. с/у. 6А IP20 ""ХИТ"" ВС 56-234-б (96)  !!!",960.0,0.0,36.6,0.0,26.23,Низкая,база спроса ≈35 шт/мес (история 13 мес.); сезонность ×0.77; рост спроса ×1.36; прогноз след. месяц ≈37 шт; остаток 960 + в пути 0,20.0
Systeme Electric,030200032_,"S256 о/у.10А IP20  ""ХИТ"" РА 10-131-б (168) !!!",200.0,0.0,10.6,0.0,18.87,Низкая,база спроса ≈37 шт/мес (история 14 мес.); сезонность ×0.18; рост спроса ×1.54; прогноз след. месяц ≈11 шт; остаток 200 + в пути 0,25.0
Systeme Electric,030200039_,"S253 2-я с/у.з/к 16А IP20 ""ХИТ"" РС 16-236-б  (68) !!!",36.0,0.0,15.1,0.0,2.38,Низкая,база спроса ≈168 шт/мес (история 17 мес.); сезонность ×0.16; снижение спроса ×0.55; прогноз след. месяц ≈15 шт; остаток 36 + в пути 0,10.0
Systeme Electric,030200054_,"S288 2-я.о/у. з/к.з/ш 16А IP44 ""Рондо"" РА 16-227Б-би (5/30) !!!",18.0,0.0,1.0,0.0,18.0,Низкая,база спроса ≈1 шт/мес (история 1 мес.); прогноз след. месяц ≈1 шт; остаток 18 + в пути 0,1.0
Systeme Electric,030200090_," S192 роз информ. с\у 1А  ""Wessen 59"" РСИ 152 К5Е-18 (60) !!!",5.0,0.0,1.0,0.0,5.0,Низкая,база спроса ≈1 шт/мес (история 2 мес.); прогноз след. месяц ≈1 шт; остаток 5 + в пути 0,1.0
Systeme Electric,030200093_," S187 с/у. з/ш. з/к.16А ""Wessen 59"" РС 16-152-18 (10/60) !!!",3.0,0.0,0.8,0.0,3.75,Низкая,база спроса ≈26 шт/мес (история 15 мес.); сезонность ×0.06; снижение спроса ×0.50; прогноз след. месяц ≈1 шт; остаток 3 + в пути 0,20.0
Systeme Electric,030200094_," S191 роз тел. с\у 1А ""Wessen 59"" РСИ 152 Т-18 (60) !!!",16.0,0.0,1.5,0.0,10.67,Низкая,база спроса ≈2 шт/мес (история 2 мес.); прогноз след. месяц ≈2 шт; остаток 16 + в пути 0,1.0
